Absolute Magnitude,Epoch Date Close Approach,Relative Velocity km per sec,Miss Dist.(kilometers),Orbit Uncertainity,Minimum Orbit Intersection,Eccentricity,Inclination,Asc Node Longitude,Perihelion Distance,Perihelion Arg,Mean Anomaly,Hazardous,Est Dia in M(avg),Jupiter Tisserand Invariant and Mean Motion,Epoch Osculation and Perihelion Time,Semi Major Axis and Orbital Period,Semi Major Axis and Aphelion Dist,Orbital Period and Aphelion Dist
23.5,949996800000,8.5932593166,37562516.0,5,0.0410414,0.3523729744189714,5.593302181681888,7.50327438343264,0.5967828387966262,329.2546247105906,100.3848156962886,0,85.8109315948,5.771802729336222,1.000036655145483,0.0028520418370180153,0.7394409818265084,259.2672282113643
18.5,950601600000,18.7912973631,59277536.0,0,0.0829618,0.2193543019266598,4.808517675236946,75.57946496070231,0.8060566389550293,179.3292065807419,201.5884971317461,0,858.1093159479001,6.2861278679349155,0.9999313977655104,0.0026942989313562525,0.820106181132042,304.3857426463136
19.3,950601600000,30.0483744976,55245736.0,0,0.0289041,0.1836939533965696,50.06224641263285,155.4809431198817,0.859549041982544,101.9155473600335,19.86718164170532,1,593.6666012068,6.039419115166767,1.0000088609551967,0.002668042538405764,0.8448129663335139,316.64149059569166
21.2,950601600000,6.0452612253,60299660.0,0,0.06141,0.1914490911322442,3.842261865269067,192.9162213350079,1.036413791203034,66.77977451468207,294.2462048242795,0,247.481430032,7.407795147664191,0.9999606126830111,0.0024181802301203527,0.8393140818544683,347.08499862836766
25.6,950601600000,5.9654688209,28499922.0,7,0.0154368,0.264867281520499,1.584784331143382,229.0079793005404,0.7320529491310269,219.8771009413585,243.7655084870831,0,32.62440628075,6.118967929740174,0.999952324705212,0.0027435520376891944,0.7905967800810677,288.16540354268693
21.1,950601600000,19.2983945099,68567528.0,2,0.207265,0.7201246994204302,26.47045904399265,142.0012599783131,0.2348787948788695,185.7803473434846,115.4736187671362,0,259.14487049900004,5.225462787501182,1.0000366464158768,0.0029885598297666343,0.5813532009260346,194.52620460719712
25.1,950601600000,8.2939243305,8469869.0,6,0.0547516,0.2154549925607379,11.83231086626747,157.1965601480407,0.717353707087627,215.2556233336167,136.5941322811811,0,41.0716941115,5.759007751987748,1.000049299287035,0.0028631482195628243,0.822737169307426,287.3540264824467
22.1,950601600000,9.8629910348,47341880.0,2,0.101498,0.386169991861794,6.742002683065411,347.7302611771173,0.5899111864219351,358.644424536355,11.84349923676467,0,163.50935932570002,5.928372196651148,1.0000046057861522,0.002792751637905789,0.7214122408297695,258.3159315128851
20.5,951206400000,20.4002861716,42176936.0,1,0.172687,0.5122844321381634,14.90243924908494,250.7559157913421,0.5127805392971879,20.86271149259229,221.2242988409269,0,341.6194717976,6.22926818873392,0.9999382434137608,0.002670048283711527,0.6612512691055988,247.6551728069951
20.7,951206400000,20.48763731,65346976.0,4,0.170887,0.4455039673834926,24.06566747974294,301.9237514011382,0.9672449345055236,284.9525132538295,198.8793439250126,0,311.56066121444996,9.186403298029527,0.9998468010906231,0.0020729201001341412,0.6918002458409714,333.7322291371501
20.6,951206400000,20.4002316288,42176796.0,1,0.172611,0.5122883739162025,14.90253720592457,250.7546319272581,0.5127763205698658,20.86173869139343,44.07370727981781,0,326.2440628073,6.2292668335313754,1.0000196132398764,0.002670048477338162,0.6612495455548681,247.65450933463362
24.2,951206400000,8.2641033841,9772998.0,7,0.0267939,0.0695161661574569,15.82960493241258,334.1116256135565,0.9705372898590688,108.9296038878998,241.0704411713974,0,62.1645246148,6.320601087421914,0.9999477078922027,0.0026807102564803957,0.9350022296463136,348.78899253883293
18.6,953107200000,21.5707610547,63765020.0,0,0.196623,0.3928560529299522,24.48893178766861,359.1268709230584,1.02177116466651,112.1322933954438,18.24886575988229,0,819.4880347261501,8.957772572309038,1.000016445608103,0.0021104282263592765,0.7179492797525222,340.19128003754224
23.0,953107200000,15.1514742125,7467799.5,8,0.0138584,0.4857520762948369,23.35558472401959,177.5900557122874,0.363821034134943,196.5137725131134,160.2136947292927,0,108.0295623944,4.798130157220264,1.0000394399748729,0.0032549471738957747,0.6730598031495245,206.7805611554531
21.6,953107200000,22.3707550655,47479652.0,7,0.0610647,0.3288999266802514,32.42774240656069,1.250465713183419,0.6184635039175056,224.3270705758061,239.7317525795997,0,205.84608752135,5.670181863433203,0.999956082657383,0.0028519255103173382,0.7525021108986871,263.85756155845564
26.3,953107200000,15.248416436,72873552.0,6,0.00432186,0.412497153577093,3.626064613278898,251.7612825756624,0.4240750288834451,345.7200029380307,156.2492442776831,0,23.63429308585,4.906838754714228,1.0000395547050682,0.0032224427507195836,0.7079660284394483,219.69855889025706
24.821,953107200000,5.4751599333,11619784.0,6,0.03864,0.1277041003277917,6.61689040094888,17.74718252413387,0.9476772850443632,82.37875738472366,214.1831525200857,0,46.70276752395,6.537371308005135,0.999931846678806,0.00262665632633292,0.886757439038599,337.5993388052417
18.9,953712000000,16.1613106323,61655836.0,0,0.16863,0.5053015262502338,28.58532296576249,161.1057118127949,0.4355398642999539,202.4088884278374,236.3436171756681,0,713.74424065115,5.476537524481519,0.999957835864812,0.0029178160080277978,0.6643187312053287,227.67670386946475
21.5,953712000000,20.3378794557,46912180.0,2,0.0626509,0.4410124998133869,7.192529174294005,352.8300268291207,0.8719723248922805,266.3818411867661,321.8024113378794,0,215.54731474814997,8.521672823720584,0.9999692823863818,0.0021920541120449073,0.6939565063658374,316.5781823325813
22.5,953712000000,20.4774708872,31391076.0,1,0.0413485,0.462699943687126,9.488402611056026,188.5128520742066,0.5310801913959503,226.7025553557057,334.8809574053776,0,136.00116132335,6.008137717858139,0.9999898110966627,0.0027537845855801256,0.6836672171321979,248.2645958264645
22.1,953712000000,21.4419818473,59379884.0,6,0.166602,0.3747332253289063,28.75806223319047,196.8878487812699,0.5343461121096259,187.3720484250705,135.0577130473219,0,163.50935932570002,5.408875100623778,1.0000440441701175,0.002961576273724133,0.7274138586130038,245.61712796891536
21.9,953712000000,6.6633208715,22733106.0,0,0.0709307,0.2839273757187425,4.536686237589215,58.4008698128635,0.8245203594672683,162.0709431708724,19.33455586520199,0,179.28444736595,6.7920581661356385,1.0000098609535204,0.002551405083942308,0.7788602524657597,305.2671868405555
21.8,953712000000,2.5061063667,47893848.0,4,0.260092,0.4863219102563897,4.082284935751836,266.4906679632269,1.24022197127016,264.6631192465396,237.9744726634712,0,187.7338630584,12.724621449937214,0.9998110725064526,0.0017619654315720417,0.6728017619194626,381.8473108857662
17.9,955177200000,27.5728719334,40414388.0,0,0.0238783,0.752413202114073,18.00234107825509,139.6887167635624,0.3658802266372129,303.7199453078466,268.6653837041825,1,1131.20838816635,7.635253681871334,0.9999322768516431,0.0022521423896414744,0.5706416721773275,253.377261935987
18.7,955177200000,7.5174323301,59908460.0,0,0.0972083,0.1896982039862251,14.43397579266114,230.5530730901893,0.969519464536841,84.92176613629096,359.8411303118589,0,782.60499749675,6.986003912737183,0.9999999141738638,0.0025029184955937594,0.8405493062437019,335.8276778582441
17.6,955177200000,23.2669606121,24792644.0,0,0.103206,0.6185056216592995,9.479323240280593,231.0478350525297,0.5118755050771675,214.8330557486187,105.2865047277624,0,1298.8010075408502,7.3563414934795865,1.0000675507711136,0.002363542797460103,0.6178538935038083,261.4100722727606
24.3,955177200000,5.6036698382,28255752.0,1,0.00120971,0.2033790298808143,6.992758235017535,268.3829697145059,0.8330553313219194,265.690015592778,106.5994798138477,0,59.366660120649996,6.3439856259889185,1.0000470568282234,0.0026772597962065776,0.8309933737993115,310.38951654103573
27.3,955177200000,5.0597593189,28197502.0,7,0.00231865,0.1680377173349485,0.8902395348895308,12.62825428830821,0.7728755877440499,132.9048075639545,192.2806273561909,0,14.912230804099998,5.8450187759836565,0.9999380160574862,0.002840524877162874,0.8561367369896656,301.40089385338456
22.9,955177200000,4.8157256089,20405752.0,0,0.134009,0.4115852083718057,5.610369055748167,203.5169069055555,1.132382772144268,349.6552844608141,190.389045763195,0,113.12083881665,10.312009651617544,0.9998131250031841,0.0019735436535507707,0.7084234051683294,358.96008881979594
22.3,955177200000,7.4155548065,48498476.0,1,0.0252137,0.2751237856457976,3.261041016446758,277.1279910868792,0.765108139369823,124.5015349305658,165.6031182485302,0,149.1223080412,6.374745868525222,1.0000741315570798,0.002664845817704633,0.7842375863873803,294.29004153902
22.2,955177200000,17.3095273636,8226172.0,6,0.0445389,0.4387852735732283,26.02365230649243,23.88673516596442,0.7644105191366505,94.55029447652404,18.3682013589078,0,156.15022590115,7.493272492736274,1.0000120526409664,0.0023458636998282207,0.6950307445922745,296.2792529860832
20.8,955782000000,12.4013832077,29438530.0,0,0.00933635,0.4495699910846291,2.389730685198666,82.06785020752748,1.018234004456045,164.1790487610125,317.6442241549022,1,297.5381215558,9.897145773682198,0.999956012858881,0.002012930713898174,0.6898597557554005,342.71410883260916
19.2,955782000000,12.6674790251,16070604.0,5,0.0957635,0.6150147294658461,17.87023564725901,197.1313603176033,1.095391721048064,2.565743486089644,234.530652620863,0,621.64524614805,14.31144621659169,0.9997514969794323,0.001623076175366031,0.6191893991770233,381.4912747624958
27.7,955782000000,10.6986739106,20918904.0,7,0.000237267,0.2200000019715874,0.078468797200656,217.9966609025289,0.8789025090386334,83.1436168892526,269.3325259854533,0,12.4034533292,6.706191652081226,0.999955237411862,0.002579161407800902,0.8196721298229054,317.80567410156436
20.4,955782000000,17.5829909805,56409416.0,2,0.298033,0.3231490747897462,25.74681061935532,71.54460309364013,0.7150867036932226,176.2300661551222,347.7603594992649,0,357.71950148935,6.272427119145907,0.9999945137100982,0.002663598337503821,0.7557727387285547,283.74125636255786
23.1,955782000000,16.5166583079,67686184.0,6,0.156829,0.0583533889101139,23.0910320432077,11.90106025147083,1.096405958693681,267.900016431141,255.2840328502903,0,103.16743115780001,6.804553839149433,0.9999456964224459,0.0025372300911942576,0.9448639844483266,372.3998023386146
27.2,955782000000,27.0966857203,71434664.0,7,0.00259733,0.4621577921881261,2.226025127914395,13.63848953782557,0.7236879037305929,86.3871505204099,44.17984065940738,0,15.6150225901,7.550519294035266,1.0000284639465225,0.002360224731868373,0.6839207131697432,289.7693189700398
22.514,956386800000,7.8827739845,46736592.0,9,0.297082,0.4787394003556109,14.6391931511905,17.08528724881171,1.284295263246959,206.9070061884133,351.7543255522405,0,135.1271499399,12.874107426598187,0.9999868030359816,0.001744201205768521,0.6762516774487226,387.71425866017336
18.2,956386800000,28.4318467033,10745453.0,0,0.0275536,0.7957346160239452,31.46243669280093,213.1523927556377,0.2738382609643079,233.3528983472794,96.64062742344868,1,985.2413187458001,6.938881150887475,1.0000619226625638,0.0023645684819712147,0.5568751591001605,235.50815438253807
17.5,956386800000,20.9243176401,28002186.0,0,0.168521,0.4398372056272534,30.22453466128864,225.9298406289472,0.8184919721700565,20.23159517942574,288.77252035758,0,1360.0116132333,7.856275740869027,0.999948073478472,0.00226491282516604,0.6945229614096255,306.64445611000957
22.2,956386800000,4.076827892,32599040.0,1,0.140543,0.2901368618506238,6.120113174434349,33.07687534659176,1.138668126944558,162.9866560999573,211.548225817624,0,156.15022590115,8.86335595528556,0.9998755258701093,0.0021616745192395703,0.7751115634085209,358.5699681010202
22.5,956386800000,2.6808361687,26893126.0,1,0.161227,0.0552089905233945,4.542101438943983,179.8325241800753,1.152125289573283,84.13737530957532,275.1725414550987,0,136.00116132335,7.147046088689912,0.9999528506321659,0.0024792458461504953,0.9476795677261897,382.2450965069252
22.6,956386800000,18.9890891591,47833220.0,6,0.0607223,0.4440138976647813,7.132401822928489,158.31762941,0.8786696594839684,340.6878485973671,288.9244506027056,0,129.8801007541,8.611319679698832,0.9999417157230579,0.0021778137018063997,0.6925141105755088,317.9859278142566
22.8,956386800000,24.9614952305,45985528.0,6,0.0452308,0.513906570440738,6.812692898480357,64.12627502627186,0.4206435570219426,292.8831880645742,140.1980046848551,0,118.45205970434999,5.478740311205014,1.0000465873234246,0.0029430953187450947,0.6605427438688465,224.4381076147051
22.4,957769200000,13.2366841443,67723648.0,5,0.151611,0.3958845692361922,5.837185656809522,66.59990104366959,1.13892560726914,136.7964831441271,250.5857990527601,0,142.41069858975,10.137861967599264,0.9998831038992183,0.001993948140498794,0.7163916143490187,359.28297220900157
19.2,958374000000,12.3157992666,34640292.0,0,0.0659272,0.4814343543625919,13.94234845411158,41.69124016227254,0.7047468758226727,246.9719827594768,309.1578737815115,0,621.64524614805,7.551844949212486,0.9999667518603463,0.0023484799913772074,0.6750214729766171,287.4290926280226
19.3,958374000000,14.1016108036,20785300.0,0,0.00216071,0.4564588448118628,10.56588193981245,68.68982085461916,0.9491880583936187,216.0417140321555,163.9610388822072,1,593.6666012068,9.349211517058462,1.0001562076160597,0.0020717705568595764,0.686596812235484,331.40581613257336
22.4,958374000000,17.9285455526,21946216.0,1,0.00341163,0.5820928669232597,6.604606154991182,359.2873158856723,0.3050865171510333,29.56892377631691,160.6090400444316,0,142.41069858975,4.893941603689672,1.0000413539265038,0.003204276299987891,0.6320741474201371,197.25956448341415
18.8,958374000000,37.4443543135,44488808.0,0,0.0234425,0.8261275015881013,11.0761908830863,242.1136370880905,0.3796752782845421,119.4647378399672,118.5691621987937,1,747.38197039275,10.14587810481767,1.0001579524769781,0.0018527245679153205,0.5476068889660469,295.5684284913501
22.6,958374000000,14.2181905373,50682868.0,6,0.00638306,0.6440086422616678,6.637699366835285,212.9014225156205,0.2955491258725202,213.5997860309006,105.1029204701275,0,129.8801007541,5.276597471871141,1.000032819225842,0.0030047369730648852,0.6082693085021116,202.43679029305054
24.2,958374000000,13.8958992838,46702608.0,6,0.036039,0.2342994501420863,4.151419360342046,97.5041204619366,0.9559883546185812,66.08044970670223,183.1829392697557,0,62.1645246148,7.244137285136555,0.9998981914215512,0.0024502181447065984,0.8101761690689282,330.6547095895182
20.8,958374000000,8.7514742254,69808808.0,3,0.366627,0.2755765596399697,17.06954984350725,224.1752651753054,1.298397614097153,60.31851993685986,42.23216544637974,0,297.5381215558,9.69437919846229,1.0000418310048953,0.0020450030777911334,0.7839592162796165,383.3535630305228
18.4,958978800000,11.2770592417,62148752.0,0,0.0825817,0.3586132343374367,6.888517683523446,70.3430815836329,0.4749780303293009,247.5894951723102,346.205964676372,0,898.5507620774999,4.995522524205804,0.9999963714425067,0.0031814478540590466,0.7360446481206822,231.3552451226257
20.6,958978800000,12.9776762225,65565264.0,0,0.15467,0.5123071881778112,14.13913548317718,127.738105425979,0.4501478528470472,191.7910413062148,140.5915029156479,0,326.2440628073,5.703348642062058,1.0000514646028429,0.0028496869850376813,0.6612413191032351,232.0399828384982
19.2,958978800000,7.8255642795,57700968.0,0,0.0531025,0.2379076856654274,18.69322621886014,302.073173563842,0.6599985235407243,233.5035827569634,87.29633056975361,0,621.64524614805,5.526897951192697,1.0000290466676898,0.0029419404800228384,0.8078146792201698,274.5856636820534
22.0,958978800000,22.1465895506,53884380.0,7,0.0589302,0.30977234666475,20.01862819566331,268.0963340337385,0.7939214495671685,70.135953631271,318.6663283583578,0,171.21531802344998,6.713708273902939,0.9999789531757461,0.0025527541025079587,0.7634914590664819,299.08539107483483
25.4,958978800000,15.4680550081,55965992.0,6,0.00193145,0.1089270986799491,13.46345043397556,227.8553689805934,0.8784698082801983,250.7314780320816,292.4814135455717,0,35.77195014895,6.078098777203679,0.9999727199062579,0.0027573682548927897,0.9017725341822612,327.0410227513566
19.2,958978800000,24.1260567207,52053908.0,1,0.211487,0.6745054891701667,31.60538811194932,31.54868364904406,0.6332173231004293,311.1654405126196,110.2058308020725,0,621.64524614805,9.481406062476792,1.0001234485006434,0.0019628947519976037,0.5971912343479802,304.2400687760916
28.6,958978800000,13.7736169805,24112788.0,6,0.000661303,0.6441143704482246,6.429908613912879,193.2966804284787,0.2614962661158867,207.5307104653123,249.4041790013897,0,8.19488034725,4.89057811073211,0.9999712476895358,0.003193920140683602,0.6082301924819112,190.43375090515892
19.2,958978800000,7.8255407767,57700788.0,0,0.053397,0.2377045233913087,18.69307939922778,302.0620857719389,0.660005456049063,233.5455455072648,216.5184516658813,0,621.64524614805,5.525593047628633,0.9999522882257555,0.0029423171395394536,0.8079472774810597,274.59557864232255
16.05,960447600000,7.664619667,63356020.0,0,0.149558,0.4365122239502867,15.7559714300814,170.8848664870347,0.4688451088077891,355.9827741469682,104.564615889354,0,2651.81129967115,5.3486975498251175,1.0000328166368828,0.00300143628080128,0.6961305189941821,231.9324662818893
19.9,960447600000,20.9959195099,40877064.0,0,0.0138031,0.3797685723176895,17.13790871412698,245.9212571304545,0.5972070578850468,243.875608846173,157.0428576717721,1,450.3421707193,5.909976468511054,1.0000612513258023,0.0027900757316353737,0.7247592241648417,259.7632802390033
20.8,960447600000,8.4126262358,23299656.0,0,0.0505078,0.3009269177868669,13.05216300682719,252.3100536763927,0.7062455793130589,123.7544397406751,261.3521356091909,0,297.5381215558,6.149605389387387,0.999958654006321,0.0027238613158893613,0.7686826879569811,282.20331316904816
20.2,960447600000,7.3740909999,33807900.0,1,0.179042,0.4697665989355432,10.56613877359694,75.06887717019367,1.193240229685926,180.3958953341522,33.7589789203216,0,392.23163371830003,11.830673449759828,1.000047045154636,0.0018250348860497313,0.6803801370396056,372.80390760764095
22.4,960447600000,13.8301558655,50905316.0,2,0.0328365,0.1018078934542773,11.17416757818649,250.1265665370786,0.9129651830256208,126.1467636307416,207.9772714661844,0,142.41069858975,6.21970529099645,0.9999356983632527,0.0027155579959009636,0.9075992338963016,334.2220034579596
27.5,960447600000,2.9485096898,8891815.0,3,0.0188862,0.0636610406414322,1.031742427367126,194.426902070409,1.022255913161848,100.0856704385641,314.5142600211685,0,13.6001161323,6.574066122456381,0.9999785824530267,0.0026202233011641974,0.9401491281442045,358.8049643427278
27.5,960447600000,5.3807251952,17743042.0,1,0.0156394,0.184214654871776,7.640727040154666,256.6239943844131,0.816485721038098,283.5741142375506,182.4117522911526,0,13.6001161323,6.149299448345372,0.9999266068804029,0.0027366245947939138,0.8444415004375009,308.5704564827581
20.2,961052400000,15.4012360412,66457256.0,0,0.0236921,0.4113817336576461,2.696580874309327,110.7848127652395,0.5166682335295893,200.1425063318039,309.9312082481288,1,392.23163371830003,5.570309059912858,0.9999830042346236,0.002922217656499866,0.7085255364673482,242.4615890234529
27.6,961052400000,5.3061354451,7680811.0,6,0.0040996,0.2178886323566262,3.546287013586215,298.5779894113601,0.8764208120567568,250.8059753946524,239.8862407012847,0,12.9880100754,6.677263337641005,0.9999411905248887,0.0025863037600942235,0.8210931389227191,317.47745628023415
21.0,961052400000,24.4341445999,58304764.0,1,0.0984179,0.4527922930841961,8.278695740027688,114.3798292883882,0.4967905021181501,7.392326563703367,36.16756328615697,0,271.35799198045004,5.677598734867827,1.0000129142870697,0.0028733665636776406,0.6883296426890153,239.5551098109869
18.5,961052400000,18.4800776254,49384136.0,1,0.149089,0.7711585827438168,11.26260604413672,102.7062431498874,0.5477754701938358,218.0227165766237,224.0973557887055,0,858.1093159479001,11.351377812035718,0.9997922918309767,0.001769569390367564,0.5646021817260627,319.06190556832985
25.651,961052400000,8.7808305347,8147712.5,5,0.014082,0.3084632435194955,11.66123607236532,260.9172617565177,0.6205412049666109,234.2994041911559,191.2184845794794,0,31.8671054051,5.6679565838657755,0.999940783033398,0.002890173369832478,0.7642553239097548,264.4323457848666
18.2,961657200000,17.4420756733,67890456.0,1,0.0865455,0.3347521815210344,18.5083156822812,60.98718946792383,0.5538347949120017,245.0828374038714,208.722609100193,0,985.2413187458001,5.367996373743348,0.9999525689703938,0.0030005660018917616,0.7492027462809139,249.68714096226023
19.4,961657200000,11.0452650096,68946320.0,1,0.054975,0.4782238870326821,19.63484850169642,203.4662406372868,0.4635531889004665,239.6872797952229,35.82167445135119,0,566.94720272105,5.556441474464454,1.000012381928424,0.002904650496452109,0.6764875123262644,232.89807608611133
22.4,961657200000,23.192848336,72142840.0,1,0.0474905,0.4978206489111902,23.26947741726934,284.7771375925228,0.4955376348708713,307.7903466785861,214.2694862718943,0,142.41069858975,5.934425098013516,0.9999410389055203,0.0027560854405530256,0.667636676478542,242.24092136438864
19.1,961657200000,17.9536655584,59346756.0,0,0.0579819,0.5879997755078575,7.195137502594071,200.0600617244527,0.6276588420128532,61.27672976034135,312.1921337536145,0,650.9424840017,8.173059980020406,0.9999628916332467,0.00221813754977018,0.6297230109369447,283.89718708030074
19.3,961657200000,17.9536642356,59346752.0,0,0.0575808,0.5880232086208848,7.195903256778172,200.0377734130573,0.6277140396766476,61.28521722323475,57.01558742539159,0,593.6666012068,8.174835561947972,1.0000442649953827,0.002217976944291805,0.6297137186480086,283.9135547682958
18.2,963039600000,13.7666957698,53397748.0,0,0.335718,0.4878624816781328,20.68958907000189,66.27093485399568,1.085028028393996,271.8112629635094,188.0649755910735,0,985.2413187458001,10.944534075064778,0.9997811911807998,0.0018809376124320622,0.6721051255167875,357.32451787582255
18.7,963039600000,14.0601302358,63786156.0,0,0.13439,0.5046745878216532,5.180898535441449,170.9461303733303,1.136907901827143,144.6803787598308,335.2803332520285,0,782.60499749675,12.027488224318247,0.999964519218708,0.0018071085281930364,0.6645955265634674,367.76735663353304
19.1,963039600000,16.771967542,57435448.0,0,0.0430734,0.3295621524774158,34.51688657567774,293.2855315685359,0.8613718082600882,250.2315182001751,358.7340688599297,1,650.9424840017,7.126255413482814,0.9999992390223398,0.0024153802331777557,0.7521273060734076,311.39085090709864
23.8,963039600000,15.9749051896,65077720.0,5,0.0176518,0.1177873588957815,5.714631467275153,145.4513170440477,0.9454921558269542,234.5395447902016,113.1658081543578,0,74.7381970393,6.475029986317742,1.0000518296979293,0.002644595449304561,0.8946245384165565,338.28407995325426
20.9,963039600000,27.0609731847,51763660.0,0,0.0337336,0.523263108804333,23.27720540354022,65.77208245525733,0.5635739270145939,110.1549531441406,164.4894216808606,1,284.1467001445,6.713402152004991,1.0000872766431776,0.0025180567099176163,0.6564854057188702,260.7111282018539
22.477,963039600000,18.6350190122,18393002.0,6,0.0202335,0.5259666222442527,5.33606451691132,115.6164065707726,0.4095618819619656,30.42915169472788,206.3137539202606,0,137.4493267246,5.469888638211908,0.9999490560344569,0.00294541347509855,0.6553223284329056,222.4890780099997
27.7,963644400000,6.3760728151,69288016.0,6,0.000942856,0.4566361189311688,7.295785193016767,323.6160817249433,0.8566598128826087,234.8662745908226,263.0841729061694,0,12.4034533292,8.580322504027002,0.9999208135787894,0.002180433065125311,0.6865132526946859,314.8517896169546
25.6,963644400000,8.6273206957,8971543.0,7,0.0106174,0.2272553636804437,6.134197098300142,313.4912317701367,0.7925477915434009,80.87904335906639,113.55622199784,0,32.62440628075,6.252511018408356,1.0000486889300002,0.0027033784201777986,0.8148263430693655,301.4103896766976
23.1,963644400000,8.9398179745,9574720.0,4,0.0538937,0.1795595992456054,13.78959055122393,298.8175806391617,0.9813327106775924,293.4509005644989,81.40028285185032,0,103.16743115780001,6.989250992958634,1.0000439554588847,0.0025033233740452327,0.8477740341730562,338.65941690269926
21.8,964249200000,11.2844090859,50335940.0,1,0.104736,0.3775352983208624,7.104126563177385,179.5057827726986,0.6233006361936202,170.8521652770838,5.854064811306019,0,187.7338630584,6.102932007749824,1.0000024212899483,0.002735962575145749,0.7259342110644594,265.3304608984967
19.5,964249200000,25.7017795994,16124395.0,0,0.00803028,0.5374951507131843,38.50091552904151,124.7942812859417,0.8576976934647692,237.7160546006993,264.9401353771952,1,541.4303752642,9.208755160110217,0.999900917935953,0.002010446855378268,0.6504085554586228,323.5144235316022
20.3,964249200000,8.8284864232,14595123.0,0,0.0918922,0.1606478853566789,16.15094099703231,123.7551334570639,1.09307193951575,152.8497354479894,200.5330578831223,0,374.57830220405003,7.454718064167163,0.999902186459596,0.0023991052151307634,0.8615877499252842,359.12878872147473
20.7,964249200000,13.8559990103,49936636.0,2,0.150696,0.5368817156753035,17.46286399925969,48.27373593708926,0.4817175549730549,149.8829951829548,95.29116852041636,0,311.56066121444996,6.158778685928871,1.000041728767013,0.0026844251578852694,0.6506681612518255,242.386404158277
26.5,964249200000,8.722789601,13032471.0,7,0.0200872,0.1944668036041747,12.93289524955619,107.308006136735,0.7997670427329493,105.9025698631637,169.3102929035901,0,21.5547314748,6.098651019919205,1.0000691428758184,0.0027476508343930446,0.837193630649766,304.6943302148877
26.6,964249200000,8.8686833925,44129728.0,0,7.6176e-05,0.2242450120308154,0.2367120538241126,37.82348969237319,0.6918570499637257,228.137680829079,136.9864755018505,0,20.5846087521,5.675016092287454,1.0000476266489942,0.002899049802490067,0.8168299565633265,281.7578214288456
24.0,965718000000,10.7547308012,32514002.0,0,0.00172365,0.0893479850035141,11.60915288087941,146.9612496093153,0.8289521076955461,195.5895845340659,246.7731977533194,0,68.16204581375,5.7558250242595,0.9999594107474243,0.0028695452629932884,0.9179803091082728,319.9044534849771
19.1,965718000000,8.1349024926,12645584.0,0,0.0469681,0.550595373250094,5.592323226483876,171.7153136120808,1.047256670602683,159.5388808135157,288.3048406621216,1,650.9424840017,12.073006716801629,0.9998947356121131,0.0017934685903062964,0.6449135714264195,359.59011209461903
22.1,965718000000,11.9563230812,17058680.0,0,0.0786584,0.2170798862058015,22.38684494543919,142.8084549988845,0.9803788583946842,112.1444782893274,87.02665760153675,0,163.50935932570002,7.16683413563478,1.0000503814352952,0.0024466020189905947,0.821638752997111,335.82852732873084
21.6,965718000000,16.9219194449,13239280.0,1,0.031109,0.6189087825825096,2.144367466202242,250.5930476099334,0.5758652910496729,332.5616243790551,95.28147023177416,1,205.84608752135,8.083322699472602,1.0000730620885752,0.002227181403173307,0.6177000277957497,277.34607828336095
24.1,965718000000,4.4239578881,50599872.0,4,0.0344087,0.2043162313789721,1.642619370645598,114.9702993628403,1.026434202392965,101.3042524777306,330.926307829929,0,65.09424840015001,7.444682324320789,0.9999824170219076,0.0024104951670043413,0.8303466929570279,344.47141994851904
20.3,965718000000,21.7988952859,47885060.0,3,0.246397,0.5404088641111258,16.41260761365391,211.7190004547103,0.6189932583061145,204.3157396037926,299.6978567880172,0,374.57830220405003,7.429796760874886,0.9999610953759221,0.002359089597564042,0.6491782949957499,275.1817038513844
22.5,966322800000,15.4910143881,56666716.0,7,0.110573,0.2949061818491701,17.40594751089217,318.0365622362368,1.10602011498653,335.0211674986815,249.0083175712485,0,136.00116132335,8.607018604821594,0.9999100006270927,0.002185966559547459,0.7722567194574409,353.27929244137863
16.9,966322800000,22.2507248412,36780144.0,0,0.0203525,0.4831693230163794,8.88515554138232,325.5773202860467,0.5495451562899683,121.3674690848725,146.5654501007978,1,1792.8444736597999,6.314238236377237,1.0000663371829674,0.002655058061729628,0.6742318523459354,253.94241356315555
16.6,966322800000,5.2872055012,35033848.0,0,0.211813,0.5535448748501798,5.569994979205657,305.8548842522667,1.220998847199358,21.20307489295881,282.6427132883904,0,2058.46087521315,14.243732214198268,0.9998556028458918,0.0016555139804163295,0.6436891628871922,388.81529875411684
21.4,966322800000,15.7935865533,5736766.5,0,0.0166242,0.5230569625431785,9.124310242446818,154.8052363787387,0.6720548246790379,79.49314380302799,105.1114233742524,1,225.7057467285,7.7539745133396885,1.0000725776129475,0.0023063885753769916,0.6565742612345993,284.67634129139697
25.5,966322800000,5.8523130892,30460892.0,6,0.00277645,0.2334692518954883,6.610513706423017,9.802023413328852,0.7807636811968187,259.1745027880588,255.7780202888117,0,34.1619471798,6.219361046238027,0.9999557779261483,0.0027127299476179894,0.8107214658681495,298.8581545243871
22.2,966322800000,7.821798766,20874428.0,5,0.00935383,0.1011988189121481,12.21539597506036,295.5281875526888,0.8476418972488673,306.0132427688978,292.2186436585367,0,156.15022590115,5.895908339899818,0.9999743766294766,0.0028192084140897015,0.9081012282485738,322.11213038032594
